restaurant_name,food_name,serving_size,serving_unit,calories,carbohydrates,sugars,fats,saturated_fats,cholesterol,sodium,fiber,potassium,proteins,carb_percent,fat_percent,protein_percent
TGI Friday's,"Classic Fridays Combo, Spiked Orange Glaze",1.0,Serving,601.63,34.76,29.82,28.31,5.47,142.88,561.25,0.8,994.04,50.88,23.110549673387297,42.34994930438974,33.82810032744378
TGI Friday's,"Classic Fridays Combo, Whiskey-Glaze Blaze",1.0,Serving,357.5,27.93,18.82,20.5,3.57,170.0,1322.5,3.25,635.0,6.7,31.25034965034965,51.608391608391614,7.496503496503497
TGI Friday's,Cheeseburger,1.0,Serving,535.31,39.24,7.16,28.66,14.0,95.52,1176.09,2.39,443.77,30.27,29.321327828734756,48.185163736900115,22.61866955595823
TGI Friday's,Edamame,1.0,Serving,93.78,6.91,1.69,4.03,0.48,0.0,4.65,4.03,337.9,9.23,29.473235231392618,38.67562380038388,39.36873533802517
TGI Friday's,Sprite,1.0,Serving,151.29,38.45,38.3,0.0,0.0,0.0,36.9,0.0,3.69,0.33,101.65906537114154,0.0,0.8724965298433474
TGI Friday's,"Classic Fridays Combo, Al Pastor and Garnish",1.0,Serving,246.89,39.48,18.82,8.81,5.2,51.34,231.37,1.7,210.83,3.77,63.96370853416501,32.11551703187655,6.107983312406335
TGI Friday's,Bacon Cheeseburger,1.0,Serving,595.02,39.86,9.77,33.46,12.93,105.5,1422.14,2.74,502.18,33.3,26.795737958387956,50.610063527276395,22.385802157910657
TGI Friday's,Balsamic Vinaigrette,1.0,Serving,70.56,3.56,3.17,6.21,0.87,0.0,291.94,0.0,24.7,0.12,20.181405895691608,79.20918367346938,0.6802721088435374
TGI Friday's,Blue Raspberry,1.0,Serving,405.42,65.01,33.72,15.46,5.64,6.57,267.83,6.12,163.52,3.81,64.14089092792659,34.319964481278674,3.7590646736717477
TGI Friday's,Broccoli Slaw,1.0,Serving,9.5,2.03,0.8,0.08,0.01,0.0,10.84,0.74,79.52,0.56,85.47368421052632,7.578947368421051,23.578947368421055
TGI Friday's,Brownie Obsession,1.0,Serving,233.0,25.1,18.82,14.55,3.66,36.5,171.5,1.7,88.0,3.1,43.09012875536481,56.201716738197426,5.3218884120171674
KFC,KFC Gizzards,1.0,Order,69.75,0.0,0.0,2.09,0.48,203.4,57.15,0.0,86.85,11.9,0.0,26.96774193548387,68.24372759856631
KFC,KFC Livers,1.0,Order,73.48,0.38,0.0,2.86,0.91,247.72,33.44,0.0,115.72,10.76,2.068590092542188,35.029940119760475,58.573761567773545
KFC,KFC Cornbread Muffin,1.0,Piece,344.65,57.63,20.09,9.49,1.53,29.38,527.71,3.84,77.97,6.67,66.88524590163935,24.781662556216453,7.741186711156247
KFC,KFC Famous Bowl,1.0,Bowl,701.86,74.2,5.39,23.91,11.24,133.53,1390.26,8.17,1149.78,46.53,42.28763571082552,30.659960675918274,26.5181090245918
KFC,KFC Chicken Sandwich - Chipotle Ranch,244.0,grams,556.63,25.78,4.58,28.94,10.33,126.68,996.24,1.01,455.05,45.41,18.525771158579307,46.79230368467385,32.6320895388319
KFC,KFC Chicken Sandwich - Honey BBQ,246.0,grams,367.99,50.59,27.76,7.22,1.6,73.36,1057.76,1.33,514.41,25.04,54.990624745237646,17.65808853501454,27.218130927470852
KFC,KFC Chicken Sandwich - Honey Garlic,247.0,grams,467.5,39.06,6.81,20.93,3.97,65.45,1408.11,2.62,458.15,30.44,33.420320855614975,40.29304812834225,26.04491978609626
KFC,KFC Chicken Sandwich - Korean BBQ,252.0,grams,367.99,50.59,27.76,7.22,1.6,73.36,1057.76,1.33,514.41,25.04,54.990624745237646,17.65808853501454,27.218130927470852
KFC,KFC Chicken Sandwich - Mango Habanero,246.0,grams,467.5,39.06,6.81,20.93,3.97,65.45,1408.11,2.62,458.15,30.44,33.420320855614975,40.29304812834225,26.04491978609626
KFC,KFC Creamy Parmesan Caesar Dressing,57.0,Grams,115.92,1.9,1.25,11.94,1.74,2.89,265.02,0.1,18.28,0.22,6.556245686680469,92.70186335403726,0.759144237405107
KFC,KFC Sauce - Dipping Sauce Cup,25.0,grams,251.92,43.61,28.93,0.82,0.17,0.0,6355.67,2.03,671.17,8.49,69.24420450936806,2.929501429025087,13.480469990473168
KFC,KFC Saucy Nuggets - Chipotle Ranch (1),21.0,grams,78.96,0.99,0.47,8.23,1.29,4.61,115.37,0.22,18.85,0.21,5.015197568389058,93.80699088145899,1.0638297872340425
KFC,KFC Saucy Nuggets - Honey BBQ (1),23.0,grams,193.28,9.66,0.05,12.68,2.09,28.16,362.24,0.9550000000000001,161.28,10.11,19.991721854304636,59.043874172185426,20.92301324503311
KFC,KFC Saucy Nuggets - Honey Garlic (1),21.0,grams,89.99,7.84,4.74,4.68,1.25,16.79,154.31,0.18,63.44,4.37,34.84831647960885,46.80520057784198,19.42438048672075
KFC,KFC Saucy Nuggets - Korean BBQ (1),23.0,grams,331.37,16.1,12.1,20.31,6.87,74.22,785.26,0.59,342.05,20.24,19.43446902254278,55.161903612276305,24.431903914053773
KFC,KFC Saucy Nuggets - Mango Habanero (1),22.0,grams,104.44,0.19,0.14,8.48,5.34,24.92,168.0,0.0,22.68,6.85,0.7276905400229797,73.07545001914976,26.23515894293374
KFC,Biscuit,1.0,Biscuit,211.8,26.76,1.31,9.78,2.59,1.8,348.0,0.9,72.6,4.2,50.53824362606232,41.55807365439093,7.932011331444759
KFC,Coleslaw,1.0,Side,174.11,13.52,10.45,12.9,2.09,8.76,242.0,2.08,167.54,0.96,31.060823617253458,66.68198265464362,2.2055022686807186
KFC,Ketchup,27.0,Grams,17.17,4.66,3.62,0.02,0.0,0.0,154.19,0.05,47.77,0.18,108.56144437973208,1.0483401281304598,4.193360512521839
KFC,Twister,1.0,Sandwich,680.0,19.795,4.74,8.81,1.74,29.38,362.24,0.9550000000000001,161.28,6.11,11.644117647058824,11.66029411764706,3.594117647058824
Church's Chicken,Church's Signature Hot Sauce,1.0,Serving,0.52,0.08,0.06,0.02,0.0,0.0,124.22,0.01,6.77,0.02,61.53846153846154,34.61538461538461,15.384615384615385
Church's Chicken,"Church's Southern Sweet Tea, Large",1.0,Serving,87.5,22.7,21.95,0.0,0.0,0.0,0.22,0.0,50.27,0.0,103.77142857142856,0.0,0.0
Church's Chicken,"Church's Southern Sweet Tea, Regular",1.0,Serving,178.06,26.87,4.29,6.14,1.63,0.58,566.66,0.41,93.96,3.86,60.36167583960464,31.03448275862069,8.671234415365607
Church's Chicken,"Church's Southern Unsweet Tea, Large",1.0,Serving,178.06,26.87,4.29,6.14,1.63,0.58,566.66,0.41,93.96,3.86,60.36167583960464,31.03448275862069,8.671234415365607
Church's Chicken,"Church's Southern Unsweet Tea, Regular",1.0,Serving,178.06,26.87,4.29,6.14,1.63,0.58,566.66,0.41,93.96,3.86,60.36167583960464,31.03448275862069,8.671234415365607
Church's Chicken,Chicken Biscuit,1.0,Serving,396.0,40.34,3.46,19.71,7.54,31.68,1145.76,1.85,271.92,15.75,40.74747474747475,44.79545454545455,15.909090909090908
Church's Chicken,Original Chicken Sandwich,1.0,Serving,418.6,38.59,7.08,10.51,2.18,92.0,982.1,2.07,453.1,39.88,36.875298614429056,22.596751075011944,38.10797897754419
Church's Chicken,Spicy Chicken Sandwich,1.0,Serving,419.52,41.65,5.17,20.66,3.74,44.08,937.84,2.13,272.08,16.63,39.71205186880244,44.32208237986271,15.856216628527841
Church's Chicken,Cheeseburger,1.0,Serving,535.31,39.24,7.16,28.66,14.0,95.52,1176.09,2.39,443.77,30.27,29.321327828734756,48.185163736900115,22.61866955595823
Church's Chicken,Coffee,12.0,oz,2.37,0.0,0.0,0.05,0.0,0.0,4.74,0.0,116.13,0.28,0.0,18.987341772151897,47.257383966244724
Church's Chicken,Grits,1.0,Serving,151.45,32.29,0.21,0.91,0.14,0.0,4.66,1.63,51.26,2.87,85.28227137669198,5.407725321888412,7.580059425552989
Church's Chicken,Hamburger,1.0,Serving,540.14,40.27,4.29,26.56,10.52,122.04,791.0,0.425,569.52,34.28,29.821898026437594,44.255193098085684,25.386011034176327
Church's Chicken,Hashrounds,1.0,Serving,210.0,19.795,4.29,8.81,1.63,0.58,566.66,0.425,93.96,6.11,37.70476190476191,37.75714285714286,11.63809523809524
Church's Chicken,Ketchup,1.0,Serving,17.17,4.66,3.62,0.02,0.0,0.0,154.19,0.05,47.77,0.18,108.56144437973208,1.0483401281304598,4.193360512521839
Church's Chicken,Apple Pie,1.0,Serving,296.25,42.5,19.56,13.75,4.75,0.0,251.25,2.0,81.25,2.38,57.383966244725734,41.77215189873418,3.213502109704641
Church's Chicken,Breakfast Biscuit,1.0,Serving,411.81,33.29,1.76,27.11,8.24,31.08,903.54,0.44,169.83,10.73,32.33530025982856,59.24819698404604,10.422282120395328
Church's Chicken,Cinnamon Swirl,1.0,Serving,290.4,47.01,18.78,9.92,2.86,0.0,686.4,1.23,93.96,3.82,64.75206611570248,30.743801652892564,5.261707988980716
Church's Chicken,Cob Sandwich,1.0,Serving,688.14,13.68,7.18,51.41,15.42,302.14,1232.61,4.49,945.36,42.8,7.951870258958933,67.23777138373005,24.87865841253233
Church's Chicken,"Coke, Large",1.0,Serving,71.5,0.36,0.19,4.76,1.56,186.0,71.0,0.0,69.0,6.28,2.013986013986014,59.916083916083906,35.13286713286713
Church's Chicken,"Coke, Regular",1.0,Serving,155.4,38.33,36.78,0.93,0.0,0.0,11.1,0.0,18.5,0.0,98.66151866151866,5.386100386100386,0.0
Five Guys,"Fries, Large Five Guys Style",1.0,Serving,90.09,0.45,0.23,5.99,1.97,234.36,89.46,0.0,86.94,7.91,1.998001998001998,59.84015984015984,35.12043512043512
Five Guys,"Fries, Little Five Guys Style",1.0,Serving,15.98,0.11,0.0,1.23,0.26,10.88,43.56,0.0,15.57,1.05,2.7534418022528158,69.27409261576972,26.282853566958696
Five Guys,"Fries, Regular Five Guys Style",1.0,Serving,153.08,12.64,0.0,0.0,0.0,0.0,14.24,0.0,96.12,1.64,33.02848183956101,0.0,4.2853409981708905
Five Guys,Bun,1.0,Serving,122.32,22.07,2.8,1.65,0.39,0.0,220.0,0.92,55.88,4.34,72.1713538260301,12.140287769784173,14.19228253760628
Five Guys,Ketchup,1.0,Serving,17.17,4.66,3.62,0.02,0.0,0.0,154.19,0.05,47.77,0.18,108.56144437973208,1.0483401281304598,4.193360512521839
Five Guys,Lettuce,1.0,Serving,15.98,3.09,1.12,0.28,0.04,0.0,7.52,1.97,232.18,1.16,77.34668335419273,15.769712140175221,29.036295369211512
Five Guys,Mayonnaise,1.0,Serving,93.84,0.08,0.08,10.33,1.62,5.8,87.63,0.0,2.76,0.13,0.3410059676044331,99.07289002557545,0.5541346973572037
Five Guys,Mustard,1.0,Serving,3.0,0.29,0.05,0.17,0.01,0.0,55.2,0.2,7.6,0.19,38.666666666666664,51.0,25.333333333333336
Five Guys,Pickles,1.0,Serving,4.2,0.84,0.37,0.11,0.03,0.0,283.15,0.35,40.95,0.18,80.0,23.57142857142857,17.14285714285714
Five Guys,Relish,1.0,Serving,19.5,5.26,4.37,0.07,0.01,0.0,121.65,0.17,3.75,0.06,107.8974358974359,3.2307692307692317,1.2307692307692308
Five Guys,Tomatoes,1.0,Serving,22.14,4.78,3.23,0.25,0.03,0.0,6.15,1.48,291.51,1.08,86.35953026196928,10.16260162601626,19.51219512195122
Five Guys,Bbq Sauce,1.0,Serving,58.48,13.86,11.3,0.21,0.02,0.0,349.18,0.31,78.88,0.28,94.8016415868673,3.23187414500684,1.9151846785225721
Five Guys,Eggs (2),1.0,Serving,71.5,0.36,0.19,4.76,1.56,186.0,71.0,0.0,69.0,6.28,2.013986013986014,59.916083916083906,35.13286713286713
Five Guys,Green Peppers,1.0,Serving,31.92,7.64,3.64,0.23,0.03,0.0,2.28,1.37,189.24,1.05,95.73934837092732,6.484962406015038,13.157894736842104
Five Guys,Grilled Mushrooms,1.0,Serving,10.66,2.71,0.08,0.04,0.01,0.0,0.47,0.41,55.22,0.34,101.68855534709193,3.377110694183865,12.75797373358349
Five Guys,Hamburger Patty,1.0,Serving,197.2,0.0,0.0,11.92,4.53,71.4,67.15,0.0,296.65,20.93,0.0,54.40162271805274,42.454361054766736
Five Guys,Hot Dog,1.0,Serving,154.56,1.28,0.61,14.09,5.56,27.84,408.96,0.0,120.96,5.61,3.3126293995859215,82.04580745341616,14.518633540372672
Five Guys,Hot Sauce,1.0,Serving,3.15,0.59,0.38,0.09,0.01,0.0,3.75,0.11,84.6,0.14,74.92063492063492,25.71428571428571,17.777777777777782
Five Guys,Jalapeno Peppers,1.0,Serving,4.06,0.91,0.58,0.05,0.01,0.0,0.42,0.39,34.72,0.13,89.65517241379311,11.083743842364534,12.807881773399016
Five Guys,Whipped Cream,1.0,Serving,15.42,0.75,0.48,1.33,0.83,4.56,0.48,0.0,8.82,0.19,19.45525291828794,77.62645914396887,4.9286640726329445
Popeye's,Biscuit,1.0,Serving,211.8,26.76,1.31,9.78,2.59,1.8,348.0,0.9,72.6,4.2,50.53824362606232,41.55807365439093,7.932011331444759
Popeye's,Coffee,1.0,Serving,2.37,0.0,0.0,0.05,0.0,0.0,4.74,0.0,116.13,0.28,0.0,18.987341772151897,47.257383966244724
Popeye's,Coke,22.0,oz,155.4,38.33,36.78,0.93,0.0,0.0,11.1,0.0,18.5,0.0,98.66151866151866,5.386100386100386,0.0
Popeye's,Grits,1.0,Serving,151.45,32.29,0.21,0.91,0.14,0.0,4.66,1.63,51.26,2.87,85.28227137669198,5.407725321888412,7.580059425552989
Popeye's,Jalapeno,1.0,Serving,4.06,0.91,0.58,0.05,0.01,0.0,0.42,0.39,34.72,0.13,89.65517241379311,11.083743842364534,12.807881773399016
Popeye's,Pepsi,22.0,oz,155.4,38.33,36.78,0.93,0.0,0.0,11.1,0.0,18.5,0.0,98.66151866151866,5.386100386100386,0.0
Popeye's,Sprite,22.0,oz,151.29,38.45,38.3,0.0,0.0,0.0,36.9,0.0,3.69,0.33,101.65906537114154,0.0,0.8724965298433474
Popeye's,Bacon Biscuit,1.0,Serving,396.0,40.34,3.46,19.71,7.54,31.68,1145.76,1.85,271.92,15.75,40.74747474747475,44.79545454545455,15.909090909090908
Popeye's,BoldBQ Sauce,1.350000023841858,oz,8.48,0.79,0.06,0.09,0.01,0.0,878.88,0.13,69.6,1.3,37.264150943396224,9.55188679245283,61.32075471698113
Popeye's,Chicken Biscuit,1.0,Serving,396.0,40.34,3.46,19.71,7.54,31.68,1145.76,1.85,271.92,15.75,40.74747474747475,44.79545454545455,15.909090909090908
Popeye's,"Coleslaw, Large",1.0,Serving,174.11,13.52,10.45,12.9,2.09,8.76,242.0,2.08,167.54,0.96,31.060823617253458,66.68198265464362,2.2055022686807186
Popeye's,"Coleslaw, Regular",1.0,Serving,174.11,13.52,10.45,12.9,2.09,8.76,242.0,2.08,167.54,0.96,31.060823617253458,66.68198265464362,2.2055022686807186
Popeye's,Diet Pepsi,22.0,oz,7.1,1.03,0.0,0.11,0.0,0.0,28.4,0.0,28.4,0.39,58.028169014084504,13.943661971830986,21.971830985915496
Popeye's,Dr Pepper,22.0,oz,1.62,0.35,0.21,0.03,0.0,0.0,0.46,0.14,9.35,0.05,86.41975308641973,16.666666666666664,12.345679012345679
Popeye's,Egg Biscuit,1.0,Serving,372.64,31.91,3.46,22.07,4.73,244.8,890.8,0.82,238.0,11.6,34.25289823958781,53.30345641906398,12.451696006869902
Popeye's,Fanta Orange,22.0,oz,238.08,61.01,3.46,0.0,0.0,0.0,59.52,0.0,9.92,0.0,102.50336021505375,0.0,0.0
Popeye's,Fanta Strawberry,22.0,oz,28.8,6.91,4.4,0.27,0.01,0.0,0.9,1.8,137.7,0.6,95.97222222222223,8.4375,8.333333333333332
Popeye's,Hash Rounds,1.0,Serving,261.9,45.39,3.2,5.09,1.25,0.0,418.5,1.98,112.5,8.66,69.3241695303551,17.491408934707906,13.226422298587249
Popeye's,Hawaiian Punch,22.0,oz,313.82,37.94,5.21,11.57,5.18,26.21,799.78,2.84,239.53,14.57,48.35893187177363,33.181441590720794,18.571155439423876
Whataburger,#1 Whataburger,1.0,Serving,184.62,22.29,22.2,4.25,2.76,21.34,196.12,0.0,708.41,14.46,48.293792655183616,20.718232044198896,31.32921676958076
Whataburger,#7 Whataburger Jr.,1.0,Serving,62.04,4.63,1.01,4.09,1.61,7.57,255.86,1.5,142.82,2.14,29.851708575112827,59.33268858800774,13.797549967762734
Whataburger,Whataburger Patty Melt,1.0,Serving,197.2,0.0,0.0,11.92,4.53,71.4,67.15,0.0,296.65,20.93,0.0,54.40162271805274,42.454361054766736
Whataburger,#2 Double Meat Whataburger,1.0,Serving,354.0,28.92,4.98,17.23,6.12,56.4,496.8,1.08,271.2,20.5,32.67796610169491,43.80508474576271,23.163841807909606
Whataburger,#3 Triple Meat Whataburger,1.0,Serving,771.9,40.24,8.19,47.73,19.96,156.87,1586.13,1.25,572.7,45.32,20.852442026169193,55.65099106101826,23.48490737142117
Whataburger,#4 Jalapeno & Cheese Whataburger,1.0,Serving,543.53,41.09,8.33,28.76,14.02,95.52,1176.94,3.18,514.08,30.53,30.239361212812543,47.62202638308834,22.46794105201185
Whataburger,#5 Bacon & Cheese Whataburger,1.0,Serving,595.02,39.86,9.77,33.46,12.93,105.5,1422.14,2.74,502.18,33.3,26.795737958387956,50.610063527276395,22.385802157910657
Whataburger,Bacon & Cheese Whataburger Jr.,1.0,Serving,595.02,39.86,9.77,33.46,12.93,105.5,1422.14,2.74,502.18,33.3,26.795737958387956,50.610063527276395,22.385802157910657
Whataburger,#8 Double Meat Whataburger Jr.,1.0,Serving,354.0,28.92,4.98,17.23,6.12,56.4,496.8,1.08,271.2,20.5,32.67796610169491,43.80508474576271,23.163841807909606
Whataburger,Jr. Whataburger Patty Melt (Single Patty),1.0,Serving,197.2,0.0,0.0,11.92,4.53,71.4,67.15,0.0,296.65,20.93,0.0,54.40162271805274,42.454361054766736
Whataburger,Avocado,1.0,Serving,321.6,17.15,1.33,29.47,4.27,0.0,14.07,13.47,974.85,4.02,21.330845771144276,82.47201492537314,4.999999999999999
Whataburger,Bacon,1.0,Slice,161.46,0.59,0.0,12.11,4.13,34.16,580.98,0.0,172.16,11.7,1.4616623312275485,67.50278706800445,28.985507246376805
Whataburger,Grits,1.0,Serving,151.45,32.29,0.21,0.91,0.14,0.0,4.66,1.63,51.26,2.87,85.28227137669198,5.407725321888412,7.580059425552989
Whataburger,Hashbrowns,1.0,Serving,144.16,15.31,0.3,9.03,1.35,0.0,299.98,1.43,188.15,1.37,42.48057713651499,56.374861265260826,3.801331853496116
Whataburger,Jalapenos,1.0,Serving,4.06,0.91,0.58,0.05,0.01,0.0,0.42,0.39,34.72,0.13,89.65517241379311,11.083743842364534,12.807881773399016
Whataburger,Justaburger,1.0,Serving,300.0,19.795,1.33,8.81,4.27,21.34,291.94,1.08,271.2,6.11,26.393333333333334,26.430000000000003,8.146666666666667
Whataburger,Margarine,1.0,portion cup,101.81,0.1,0.0,11.46,2.16,0.0,0.28,0.0,2.56,0.02,0.39288871427168254,101.30635497495335,0.07857774285433651
Whataburger,Apple Slices,1.0,Serving,114.08,28.02,23.86,0.32,0.05,0.0,9.92,0.5,250.48,0.25,98.24684431977559,2.524544179523142,0.876577840112202
Whataburger,Balsamic Vinaigrette,1.0,Serving,70.56,3.56,3.17,6.21,0.87,0.0,291.94,0.0,24.7,0.12,20.181405895691608,79.20918367346938,0.6802721088435374
Whataburger,Blue Cheese,1.0,Serving,100.08,0.66,0.14,8.15,5.29,21.26,324.89,0.0,72.58,6.07,2.637889688249401,73.29136690647483,24.26059152677858
Bertucci's,Bertucci's Sampler,1.0,Serving,64.72,15.41,8.66,0.61,0.03,0.0,1.42,5.55,191.38,1.4,95.24103831891225,8.482694684796046,8.652657601977749
Bertucci's,Cappuccino,1.0,Serving,119.7,11.97,11.57,4.64,2.93,18.3,115.8,0.0,388.33,7.62,40.0,34.887218045112775,25.46365914786967
Bertucci's,Insalata,1.0,Serving,389.72,46.68,4.56,11.63,5.02,32.56,1026.88,1.78,341.87,23.44,47.91132094837319,26.857744021348662,24.058298265421328
Bertucci's,Lentil,1.0,Serving,229.68,39.86,3.56,0.75,0.1,0.0,3.96,15.64,730.62,17.86,69.41832114245908,2.938871473354232,31.104144897248343
Bertucci's,Meatballs,3.0,Pieces,324.32,9.14,3.93,25.19,8.65,74.84,755.24,2.61,335.66,16.33,11.272816970892945,69.90318204242723,20.14060187469166
Bertucci's,Milk,1.0,Serving,122.0,11.71,12.35,4.83,3.07,19.52,114.68,0.0,341.6,8.05,38.39344262295082,35.631147540983605,26.393442622950825
Bertucci's,Mochachino,1.0,Serving,359.44,47.13,22.74,13.2,8.14,48.39,207.17,1.07,679.73,13.49,52.44825283774761,33.0514133095927,15.012241264188738
Bertucci's,Tiramisu,1.0,Serving,572.0,35.11,20.65,44.36,25.45,306.58,300.41,0.33,160.95,8.29,24.55244755244755,69.7972027972028,5.797202797202797
Bertucci's,Baked Ravoili,1.0,Serving,217.6,0.0,0.0,4.51,1.6,96.9,95.2,0.0,646.0,44.46,0.0,18.653492647058822,81.72794117647058
Bertucci's,Caesar Salad,1.0,Serving,481.41,22.8,4.93,39.7,8.19,35.68,1151.94,5.75,612.82,10.21,18.944350969028477,74.21948027668724,8.48341330674477
Bertucci's,Cheese Menucci,1.0,Serving,85.05,0.62,0.29,6.34,3.73,22.4,177.75,0.0,21.55,6.29,2.9159318048206937,67.0899470899471,29.58259847148736
Bertucci's,Cheese Pizza,1.0,Serving,452.2,56.66,6.09,16.47,7.59,28.9,1016.6,3.91,292.4,19.36,50.11941618752764,32.779743476337906,17.12516585581601
Bertucci's,Chicken & Salad,1.0,Serving,253.99,3.3,2.41,17.78,4.08,63.93,226.33,0.37,208.22,19.18,5.197055002165439,63.00248041261467,30.205913618646402
Bertucci's,Chicken Bruschetta,1.0,Serving,445.54,31.83,1.96,14.66,4.56,108.66,754.92,3.45,725.02,44.84,28.576558782600888,29.613502715805538,40.25676706917449
Bertucci's,Chicken Parmesan,1.0,Serving,324.36,17.36,4.44,16.92,4.05,85.86,852.24,1.43,465.87,25.71,21.408311752373905,46.94783573806882,31.7055123936367
Bertucci's,Chicken Piccata,1.0,Serving,490.06,8.93,0.89,37.77,14.27,119.76,600.19,0.79,313.62,28.84,7.288903399583724,69.36497571725911,23.53997469697588
Bertucci's,Eggplant Parmesan,1.0,Serving,302.46,20.48,4.15,18.66,6.97,79.8,638.61,3.04,253.21,14.1,27.084573166699734,55.5246974806586,18.64709383058917
Bertucci's,"Espresso, Double",1.0,Serving,2.5,0.46,0.0,0.05,0.03,0.0,7.22,0.0,31.91,0.03,73.6,18.0,4.8
Bertucci's,"Espresso, Single",1.0,Serving,2.5,0.46,0.0,0.05,0.03,0.0,7.22,0.0,31.91,0.03,73.6,18.0,4.8
Bertucci's,Farmhouse Salad,1.0,Serving,389.27,7.06,3.25,20.89,3.55,115.71,1155.44,3.63,1156.25,41.92,7.254604773036711,48.29809643692039,43.075500295424774
Jimmy John's,"Little Johns Freebies, Jimmy Peppers, EZ",1.0,Serving,32.2,0.27,0.13,2.94,1.16,5.8,85.2,0.0,25.2,1.17,3.354037267080745,82.17391304347825,14.534161490683228
Jimmy John's,"Little Johns Freebies, Jimmy Peppers, REG",1.0,Serving,32.2,0.27,0.13,2.94,1.16,5.8,85.2,0.0,25.2,1.17,3.354037267080745,82.17391304347825,14.534161490683228
Jimmy John's,"Little Johns Freebies, Jimmy Peppers, XTRA",1.0,Serving,32.2,0.27,0.13,2.94,1.16,5.8,85.2,0.0,25.2,1.17,3.354037267080745,82.17391304347825,14.534161490683228
Jimmy John's,Jimmy Chips,1.0,package,129.56,19.35,1.35,4.31,0.38,0.0,242.11,1.08,36.57,3.34,59.740660697746215,29.939796233405367,10.311824637233713
Jimmy John's,"Jimmy Chips, Jalapeno",1.0,package,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,40.4672395273899,57.45837808807733,4.806659505907626
Jimmy John's,BBQ Jimmy Chips,1.0,Serving,132.96,20.24,1.42,5.16,0.75,0.0,157.06,1.36,204.4,1.42,60.890493381468104,34.92779783393502,4.271961492178098
Jimmy John's,Jalapno Jimmy Chips,1.0,Serving,147.14,16.56,10.02,9.53,8.21,0.0,1.7,2.18,151.96,0.65,45.018349870871276,58.2914231344298,1.7670246024194647
Jimmy John's,"Jimmy Cubano, Unwich",1.0,Serving,715.3,36.5,9.49,44.52,16.13,153.6,1293.22,3.47,520.15,41.11,20.411016356773384,56.01565776597233,22.98895568293024
Jimmy John's,Regular Jimmy Chips,1.0,Serving,153.08,12.64,0.0,0.0,0.0,0.0,14.24,0.0,96.12,1.64,33.02848183956101,0.0,4.2853409981708905
Jimmy John's,"Jimmy Cubano, Flour Wrap",1.0,Serving,234.0,40.03,1.12,5.11,1.26,0.0,344.16,2.38,94.32,6.26,68.42735042735043,19.653846153846153,10.7008547008547
Jimmy John's,Salt & Vinegar Jimmy Chips,1.0,Serving,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,40.4672395273899,57.45837808807733,4.806659505907626
Jimmy John's Grocery,"Jimmy Chips, The Original",1.0,package,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,40.4672395273899,57.45837808807733,4.806659505907626
Jimmy John's Sandwiches,BBQ Flavored Jimmy Chips,1.0,medium sweet potato,138.06,15.85,1.55,8.81,1.13,0.0,154.51,1.08,336.23,1.85,45.92206287121542,57.43155149934811,5.359988410835868
Jimmy John's,Jimmy Cubano on Sliced Wheat,1.0,Serving,80.64,13.67,1.39,1.12,0.23,0.0,145.6,1.92,81.28,3.98,67.80753968253968,12.500000000000004,19.74206349206349
Jimmy John's,"Jimmy Cubano, Garlic Herb Wrap",1.0,Serving,276.81,41.21,1.36,10.32,6.37,26.17,412.85,0.96,103.47,4.22,59.549871753188114,33.55370109461363,6.098045590838481
Jimmy John's,"Little Johns Freebies, Lettuce, XTRA",1.0,Serving,7.98,1.69,1.12,0.08,0.01,0.0,5.7,0.68,80.37,0.51,84.71177944862156,9.022556390977442,25.563909774436087
Jimmy John's,"Little Johns Freebies, Onion, XTRA",1.0,Serving,32.2,0.27,0.13,2.94,1.16,5.8,85.2,0.0,25.2,1.17,3.354037267080745,82.17391304347825,14.534161490683228
Jimmy John's,"Little Johns Freebies, Tomato, XTRA",1.0,Serving,1129.78,66.63,13.26,46.91,24.08,176.26,3790.74,2.84,1131.45,54.33,23.59043353573262,37.369222326470634,19.235603391810795
Jimmy John's Grocery,"Jimmy Chips, Salt & Vinegar Potato Chips",1.0,package,148.96,15.07,0.09,9.51,0.95,0.0,147.56,0.87,334.88,1.79,40.4672395273899,57.45837808807733,4.806659505907626
Jimmy John's Sandwiches,Jimmy Pickle Chips Dill Flavored Potato Chips,1.0,package,150.54,14.6,1.55,9.61,2.52,1.98,155.64,1.47,377.34,2.3,38.79367609937559,57.453168593064966,6.111332536203003
Johnny Rockets,Johnny's Breakfast Sandwich,1.0,serving,433.47,27.0,0.19,27.43,12.18,237.73,838.25,1.54,262.77,18.57,24.91521904630078,56.95203820333587,17.136133988511315
Johnny Rockets,Johnny's Breakfast Sandwich with Bacon,1.0,serving,682.15,72.28,1.17,29.24,12.78,231.12,1703.47,2.68,863.7,31.83,42.383639961885216,38.57802536099098,18.664516601920397
Johnny Rockets,Johnny's Breakfast Sandwich with Biscuit,1.0,serving,433.47,27.0,0.19,27.43,12.18,237.73,838.25,1.54,262.77,18.57,24.91521904630078,56.95203820333587,17.136133988511315
